instance,submission,model_name,A,B,C,D,E,F,raw_total,total_score,evidence_confidence,caps_or_flags,resolved
django__django-15563,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,11,13,20,14,7,8,73,73,high,NO_BASELINE,False
django__django-15563,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,14,15,24,25,10,10,98,98,high,,False
django__django-15563,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,12.0,13.0,20.0,18.0,7.0,8.0,78.0,78.0,high,,False
django__django-15563,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,11,12,19,16,8,8,74,74,medium,,False
django__django-15732,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,13.5,14,23,16.5,8.5,9.5,85,85,medium,,False
django__django-15732,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,14,14,23,20,9,9,89,89,high,,True
django__django-15732,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,11,13,22,14,8,9,77,77,medium,NO_BASELINE,False
django__django-15732,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,3,4,0,0,3,0,10,10,high,EMPTY_PATCH,False
django__django-15732,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,11,12,18,16,8,8,73,73,high,,True
django__django-15732,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,10.0,11.0,14.0,2.0,6.0,8.0,51.0,51.0,medium,NO_BASELINE;NO_POST_FIX_TEST,True
django__django-15732,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,7.0,9.0,14.0,0.0,6.0,8.0,44.0,44.0,medium,NO_BASELINE;NO_POST_FIX_TEST,False
django__django-15732,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,10,11,21,12,7,9,70,70,medium,NO_BASELINE;MAIN_CASE_ONLY,False
django__django-15732,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,11,13,20,14,8,10,76,76,medium,,False
django__django-15732,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,13,14,17,16,9,9,78,78,high,,True
django__django-15916,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,13,14,23,20,9,10,89,89,high,,True
django__django-15916,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,13,14,22,20,9,10,88,88,high,,True
django__django-15916,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,13,14,23,20,9,10,89,89,high,,False
django__django-15916,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,12,13,21,17,9,9,81,81,high,,True
django__django-15916,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,11,13,22,21,9,9,85,85,high,,False
django__django-15916,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,12,14,22,16,9,9,82,82,high,,True
django__django-15916,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,8,10,16,3,5,7,49,49,medium,NO_BASELINE;NO_POST_FIX_TEST,False
django__django-15916,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,12,13,21,18,7,9,80,80,high,,False
django__django-15916,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,14,15,24,25,9,10,97,97,high,,True
django__django-15916,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,13,14,23,20,9,10,89,89,high,,True
django__django-15957,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,14,14,24,24,10,10,96,96,high,,False
django__django-15957,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,11,13,20,18,8,9,79,79,high,,True
django__django-15957,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,14,15,24,24,10,10,97,97,high,,True
django__django-15957,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,10,14,18,12,8,8,70,70,medium,,False
django__django-15957,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,12.0,14.0,23.0,22.0,9.0,10.0,90.0,90.0,high,,True
django__django-15957,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,12,13,20,18,8,8,79,79,high,,False
django__django-15957,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,8.0,10.0,12.0,2.0,5.0,7.0,44.0,44.0,medium,NO_BASELINE;NO_POST_FIX_TEST,False
django__django-15957,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,11,13,22,18,9,9,82,82,high,,True
django__django-15957,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,3,6,4,5,7,8,33,33,high,WRONG_LAYER,False
django__django-16454,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,13,14,22,20,9,9,87,87,high,,False
django__django-16454,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,11,12,20,14,8,9,74,74,medium,NO_BASELINE,False
django__django-16454,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,14,14,23,18,9,10,88,88,high,,False
django__django-16454,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,12,13,21,14,8,9,77,77,medium,,False
django__django-16454,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,14,15,24,20,10,10,93,93,high,,False
django__django-16454,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,13,14,22,13,9,9,80,80,medium,NO_BASELINE,True
django__django-16454,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,11,11,20,9,7,10,68,68,medium,NO_BASELINE,False
django__django-16454,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,13,14,22,19,9,9,86,86,high,,False
django__django-16454,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,13,14,23,22,9,9,90,90,high,,True
django__django-16454,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,13.5,14,22,17,9,9,84.5,84.5,high,,True
django__django-16560,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,13,14,21,20,9,9,86,86,high,,False
django__django-16560,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,12,13,22,16,7,7,77,77,high,,False
django__django-16560,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,12.0,13.0,22.0,14.0,9.0,9.0,79.0,79.0,medium,NO_BASELINE,False
django__django-16560,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,12,13,22,14,8,9,78,78,medium,,False
django__django-16560,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,13,13,22,18,5,9,80,80,high,,True
django__django-16560,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,11,13,18,5,7,8,62,62,medium,NO_POST_FIX_TEST,True
django__django-16560,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,10,10,18,5,7,8,58,58,medium,NO_POST_FIX_TEST,False
django__django-16560,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,12,13,18,14,8,9,74,74,medium,,False
django__django-16560,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,13,13,22,17,9,10,84,84,medium,NO_BASELINE,True
django__django-16560,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,12.5,14,22,17,9.5,9,84,84,high,,False
django__django-16642,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,13.5,14,23,21,9,9.5,90,90,high,,True
django__django-16642,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,12,14,24,18,9,10,87,87,high,,False
django__django-16642,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,11,13,22,16,10,10,82,82,medium,NO_BASELINE,True
django__django-16642,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,13.5,14,23,19,9,9,87.5,87.5,high,,True
django__django-16642,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,12.5,14,22,20,9,10,87.5,87.5,high,,False
django__django-16642,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,11.0,13.0,22.0,14.0,8.0,9.0,77.0,77.0,high,NO_BASELINE,True
django__django-16642,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,11,12,22,11,8,9,73,73,medium,,False
django__django-16642,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,13,14,24,20,8,10,89,89,medium,,True
django__django-16642,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,14,14,24,22,9,10,93,93,high,,True
django__django-16642,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,12,13,22,19,9,10,85,85,high,,True
django__django-16938,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,12,14,23,20,9,10,88,88,high,,True
django__django-16938,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,10,12,20,14,8,9,73,73,high,,False
django__django-16938,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,11,13,22,18,9,9,82,82,high,,False
django__django-16938,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,11,12,22,18,8,7,78,78,high,,True
django__django-16938,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,12,14,22,18,8,9,83,83,high,,True
django__django-16938,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,12.5,11,22,16,8.5,9,79,79,medium,NO_BASELINE,True
django__django-16938,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,7.0,6.0,12.0,2.0,5.0,3.0,35.0,35.0,medium,NO_BASELINE;NO_POST_FIX_TEST,False
django__django-16938,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,10,8,14,5,5,8,50,50,medium,NO_BASELINE,True
django__django-16938,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,15,15,25,25,10,10,100,100,high,,True
django__django-16938,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,11,13,22,18,8,9,81,81,high,,True
django__django-16950,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,10,12,14,8,6,5,55,55,high,KNOWN_COUNTEREXAMPLE,True
django__django-16950,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,13,14,23,20,9,9,88,88,high,,False
django__django-16950,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,13,14,22,20,9,9,87,87,high,,True
django__django-16950,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,10,12,18,8,5,8,61,61,medium,NO_BASELINE;NO_POST_FIX_TEST,True
django__django-16950,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,12,14,22,20,9,9,86,86,high,,True
django__django-16950,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,13,14,23,21,9,9,89,89,high,,False
django__django-16950,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,10,11,14,3,6,7,51,51,medium,NO_POST_FIX_TEST;NO_BASELINE,False
django__django-16950,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,11,13,16,14,6,8,68,68,high,KNOWN_COUNTEREXAMPLE,True
django__django-16950,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,12,14,16,12,8,7,69,69,high,KNOWN_COUNTEREXAMPLE,True
django__django-16950,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,12,14,22,20,7,9,84,84,high,,False
matplotlib__matplotlib-20826,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,11,13,20,14,8,9,75,75,high,,True
matplotlib__matplotlib-20826,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,12,13,20,14,9,8,76,76,medium,,False
matplotlib__matplotlib-20826,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,13,14,22,18,9,9,85,85,high,,False
matplotlib__matplotlib-20826,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,10,12,18,14,7,7,68,68,medium,,False
matplotlib__matplotlib-20826,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,13,14,22,21,9,8,87,87,high,,True
matplotlib__matplotlib-20826,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,10,11,16,5,4,9,55,55,medium,NO_BASELINE;NO_POST_FIX_TEST,False
matplotlib__matplotlib-20826,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,10,9,12,2,4,6,43,43,medium,NO_POST_FIX_TEST;NO_BASELINE,False
matplotlib__matplotlib-20826,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,12,13,20,18,7,9,79,79,high,,False
matplotlib__matplotlib-20826,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,12,13,20,16,7,8,76,76,medium,,True
matplotlib__matplotlib-22865,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,12.0,14.0,23.0,19.0,8.0,9.0,85.0,85.0,high,,True
matplotlib__matplotlib-22865,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,14,14,24,19,9,10,90,90,high,,False
matplotlib__matplotlib-22865,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,12.0,14.0,23.0,18.0,9.0,9.0,85.0,85.0,high,,True
matplotlib__matplotlib-22865,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,12,14,22,18,8,9,83,83,high,,True
matplotlib__matplotlib-22865,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,12,14,22,18,9,10,85,85,high,,True
matplotlib__matplotlib-22865,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,12,14,22,18,9,9,84,84,high,,True
matplotlib__matplotlib-22865,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,7,8,17,2,6,8,48,48,medium,NO_BASELINE;NO_POST_FIX_TEST,False
matplotlib__matplotlib-22865,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,11.0,12.0,20.0,14.0,5.0,8.0,70.0,70.0,medium,,True
matplotlib__matplotlib-22865,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,13,14,22,17,9,9,84,84,high,,True
matplotlib__matplotlib-22871,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,13,14,22,18,10,10,87,87,high,,True
matplotlib__matplotlib-22871,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,14,14,23,16,7,9,83,83,medium,,True
matplotlib__matplotlib-22871,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,13,14,23,20,9,10,89,89,high,,True
matplotlib__matplotlib-22871,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,12,12,22,23,9,10,88,88,high,,True
matplotlib__matplotlib-22871,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,12,13,22,18,6,9,80,80,high,,True
matplotlib__matplotlib-22871,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,13,14,22,17,9,10,85,85,high,,True
matplotlib__matplotlib-22871,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,10,11,12,2,4,8,47,47,low,NO_BASELINE;NO_POST_FIX_TEST,False
matplotlib__matplotlib-22871,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,12,14,22,18,8,9,83,83,high,,False
matplotlib__matplotlib-22871,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,12,13,18,14,8,9,80,74,medium,KNOWN_COUNTEREXAMPLE,False
matplotlib__matplotlib-24177,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,13,14,23,18,9,10,87,87,high,,True
matplotlib__matplotlib-24177,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,14,15,25,24,10,10,98,98,high,,True
matplotlib__matplotlib-24177,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,12.5,14.0,23.0,18.0,9.0,10.0,86.5,86.5,high,,True
matplotlib__matplotlib-24177,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,12,14,23,18,9,10,86,86,high,,True
matplotlib__matplotlib-24177,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,14,15,24,20,9,10,92,92,high,,True
matplotlib__matplotlib-24177,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,11,14,20,16,9,9,79,79,high,,True
matplotlib__matplotlib-24177,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,14,15,24,22,9,10,94,94,high,,True
matplotlib__matplotlib-24177,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,14,15,25,23,9,10,96,96,high,,False
matplotlib__matplotlib-25311,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,12,11,18,16,8,9,74,74,medium,,False
matplotlib__matplotlib-25311,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,10,12,20,14,8,7,71,71,medium,NO_BASELINE,True
matplotlib__matplotlib-25311,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,13,14,23.5,23.5,8.5,10,92.5,92.5,high,,True
matplotlib__matplotlib-25311,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,13,13,20,16,7,7,76,76,medium,,True
matplotlib__matplotlib-25311,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,12,14,22,18,8,9,83,83,high,,True
matplotlib__matplotlib-25311,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,11,14,21,14,9,9,78,78,medium,NO_BASELINE,False
matplotlib__matplotlib-25311,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,10,11,14,2,5,7,49,49,medium,NO_POST_FIX_TEST;NO_BASELINE,True
matplotlib__matplotlib-25311,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,9.0,12.0,17.0,8.0,5.0,7.0,58.0,58.0,medium,NO_BASELINE,True
matplotlib__matplotlib-25311,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,12,13,20,16,7,9,77,77,high,,True
matplotlib__matplotlib-25960,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,12,13,22,18,9,9,83,83,high,,True
matplotlib__matplotlib-25960,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,12.5,14,22,16,8,9,81.5,81.5,high,,False
matplotlib__matplotlib-25960,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,12,13,22,18,7,9,81,81,high,,True
matplotlib__matplotlib-25960,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,12,13,18,16,7,9,75,75,high,,True
matplotlib__matplotlib-25960,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,13,14,23,22,8,9,89,89,high,,True
matplotlib__matplotlib-25960,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,11.0,13.0,18.0,10.0,8.0,9.0,69.0,69.0,medium,NO_BASELINE,False
matplotlib__matplotlib-25960,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,10.0,10.0,12.0,0.0,6.0,6.0,44.0,44.0,low,NO_BASELINE;NO_POST_FIX_TEST,False
matplotlib__matplotlib-25960,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,14,14,24,22,9,10,93,93,high,,True
matplotlib__matplotlib-25960,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,12,14,22,16,8,9,81,81,high,,True
matplotlib__matplotlib-26291,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,13,13,22.5,24,9.5,9.5,91.5,91.5,high,,True
matplotlib__matplotlib-26291,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,12,13,20,16,7,9,77,77,medium,NO_BASELINE,True
matplotlib__matplotlib-26291,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,10,13,22,18,7,9,79,79,high,,True
matplotlib__matplotlib-26291,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,10,12,20,14,8,7,71,71,high,,True
matplotlib__matplotlib-26291,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,11,10,18,12,7,9,67,67,medium,,True
matplotlib__matplotlib-26291,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,12,13,20,12,8,9,74,74,high,,True
matplotlib__matplotlib-26291,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,10,12,16,3,6,7,54,54,medium,NO_BASELINE;NO_POST_FIX_TEST,False
matplotlib__matplotlib-26291,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,10,11,14,5,4,8,52,52,medium,NO_POST_FIX_TEST,False
matplotlib__matplotlib-26291,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,10,12,20,14,5,9,70,70,medium,,True
mwaskom__seaborn-3069,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,13,13,22,18,9,9,84,84,high,,True
mwaskom__seaborn-3069,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,8,10,12,3,5,5,43,43,medium,NO_POST_FIX_TEST;MAIN_CASE_ONLY,True
mwaskom__seaborn-3069,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,14,14,23,20,9,10,90,90,high,,False
mwaskom__seaborn-3069,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,11,12,18,13,7,6,67,67,medium,,False
mwaskom__seaborn-3069,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,14,14,23,20,8,9,88,88,high,,True
mwaskom__seaborn-3069,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,10,12,16,8,6,5,57,57,medium,NO_BASELINE;UNRELATED_CHANGES,False
mwaskom__seaborn-3069,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,8,9,14,2,6,6,45,45,medium,NO_BASELINE;NO_POST_FIX_TEST,True
mwaskom__seaborn-3069,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,11,10,18,12,7,7,65,65,medium,,True
mwaskom__seaborn-3069,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,12,11,18,14,7,8,70,70,medium,NO_BASELINE,True
mwaskom__seaborn-3069,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,10,12,14,10,5,3,54,54,high,UNRELATED_CHANGES,False
psf__requests-2931,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,11,13,22,13,8,9,76,76,medium,NO_BASELINE,True
psf__requests-2931,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,10,12,18,10,6,8,64,64,medium,NO_BASELINE;KNOWN_COUNTEREXAMPLE,True
psf__requests-2931,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,8,10,14,5,5,7,49,49,low,NO_POST_FIX_TEST;NO_BASELINE,False
psf__requests-2931,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,10,11,16,8,5,7,57,57,medium,NO_BASELINE;MAIN_CASE_ONLY,True
psf__requests-2931,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,12,14,20,16,6,9,77,77,high,,True
psf__requests-2931,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,10.0,12.0,14.0,0.0,4.0,7.0,47.0,47.0,medium,NO_POST_FIX_TEST;NO_BASELINE,False
psf__requests-2931,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,10,11,18,5,6,8,58,58,medium,NO_BASELINE;NO_POST_FIX_TEST,False
psf__requests-2931,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,11.0,12.0,16.0,6.0,7.0,8.0,60.0,60.0,medium,NO_BASELINE;NO_POST_FIX_TEST,False
psf__requests-2931,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,11,14,20,14,9,10,78,78,high,,True
psf__requests-5414,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,12,14,21,19,9,10,85,85,high,,False
psf__requests-5414,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,14,14,23,20,9,10,90,90,high,,False
psf__requests-5414,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,14,14,23,21,9,9,90,90,high,,True
psf__requests-5414,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,12,14,23,23,9,10,91,91,high,,True
psf__requests-5414,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,12,13,20,16,5,9,75,75,high,,True
psf__requests-5414,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,11,9,18,10,8,8,64,64,medium,NO_BASELINE,True
psf__requests-5414,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,12,14,22,16,8,9,81,81,high,NO_BASELINE,False
psf__requests-5414,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,13.5,14,22,20,9,9,87.5,87.5,high,,False
psf__requests-5414,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,11,13,21,16,9,9,79,79,high,,True
psf__requests-6028,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,11,13,18,14,9,8,73,73,medium,,True
psf__requests-6028,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,12.5,14,23,18,9,9,85.5,85.5,high,,False
psf__requests-6028,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,12,14,23,18,9,10,86,86,high,,False
psf__requests-6028,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,10,11,20,14,8,9,72,72,medium,,False
psf__requests-6028,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,10,13,20,14,8,9,74,74,high,NO_BASELINE,True
